epoch,train_loss,train_acc,val_loss,val_acc
1,2.292175875542331,0.13948497854077252,2.2933667373657225,0.1
2,2.2608113551515023,0.18025751072961374,2.2814733505249025,0.11
3,2.2100935722454764,0.2396280400572246,2.2665992164611817,0.115
4,2.120633839196572,0.2675250357653791,2.2441459846496583,0.115
5,2.0114576096868992,0.32260371959942774,2.2226126194000244,0.14
6,1.8949145163930365,0.4005722460658083,2.2007476806640627,0.145
7,1.7735874035498274,0.4670958512160229,2.178191909790039,0.185
8,1.6607525991608998,0.5064377682403434,2.1579610538482665,0.21
9,1.5705107830795266,0.5414878397711016,2.1370254611968993,0.23
10,1.4737668030592845,0.5758226037195995,2.116934061050415,0.24
11,1.3844487003672958,0.5908440629470673,2.099972896575928,0.255
12,1.3181816639647805,0.6108726752503576,2.0848089599609376,0.25
13,1.259310771467348,0.6459227467811158,2.0695158576965333,0.26
14,1.2226233623911211,0.6216022889842633,2.052471933364868,0.295
15,1.1530402711191574,0.6602288984263234,2.039926862716675,0.295
16,1.122046119835926,0.6630901287553648,2.0298116111755373,0.3
17,1.0796763172136015,0.6895565092989986,2.018324670791626,0.31
18,1.0307165827703408,0.6888412017167382,2.0046237087249756,0.31
19,1.0198821954972754,0.6738197424892703,1.991017427444458,0.325
20,0.9891828123762543,0.695994277539342,1.9866940593719482,0.32
21,0.9375437156154703,0.7203147353361946,1.9791340351104736,0.31
22,0.9237960695538228,0.7017167381974249,1.9764363288879394,0.315
23,0.8978808196061671,0.7324749642346209,1.967242612838745,0.315
24,0.8747643017461884,0.7317596566523605,1.9637982845306396,0.34
25,0.8480313516652294,0.7396280400572246,1.9563664245605468,0.34
26,0.8268834060865411,0.7453505007153076,1.952163200378418,0.35
27,0.819686992570907,0.7553648068669528,1.9503324127197266,0.35
28,0.7937910611366851,0.759656652360515,1.9475135612487793,0.35
29,0.7532254545303203,0.7811158798283262,1.9449858856201172,0.355
30,0.7404305138898339,0.7682403433476395,1.9430549335479737,0.35
31,0.7090680990607954,0.796137339055794,1.9394108390808105,0.36
32,0.7007781973212573,0.7911301859799714,1.9319157123565673,0.35
33,0.684597561373049,0.7989985693848355,1.933578338623047,0.36
34,0.6598940594854614,0.8154506437768241,1.9307653331756591,0.36
35,0.660399684578564,0.7925608011444921,1.935754852294922,0.37
36,0.6543870821531238,0.8111587982832618,1.9352738952636719,0.36
37,0.6310034238217727,0.8154506437768241,1.9261598110198974,0.36
38,0.6110047330075238,0.8175965665236051,1.92922137260437,0.375
39,0.5818280200973601,0.8404864091559371,1.9270789527893066,0.38
40,0.594875001344558,0.8319027181688126,1.935122995376587,0.37
41,0.5635676672189192,0.8390557939914163,1.9286525535583496,0.385
42,0.5530729684365836,0.8426323319027181,1.9281313037872314,0.375
43,0.5410978293555319,0.8354792560801144,1.9324011707305908,0.39
44,0.5409387148415752,0.8354792560801144,1.9304288005828858,0.385
45,0.5106947994624426,0.851931330472103,1.9345837783813478,0.39
46,0.488124008939331,0.8648068669527897,1.9354042053222655,0.38
47,0.48118184992939617,0.8648068669527897,1.9453408336639404,0.37
48,0.46942736613477587,0.8683834048640916,1.9457595443725586,0.38
49,0.48366587023878305,0.8648068669527897,1.9530184268951416,0.37
50,0.448807408113848,0.8748211731044349,1.9556226921081543,0.385
51,0.4309232531698988,0.8841201716738197,1.958713607788086,0.39
52,0.4108651566808145,0.8841201716738197,1.9683938121795654,0.39
53,0.39847453294564383,0.8927038626609443,1.9822361660003662,0.39
54,0.3869628305087274,0.9005722460658083,1.9793281841278076,0.38
55,0.39167199898857585,0.8876967095851216,1.9861168384552002,0.39
56,0.36874543456560555,0.9027181688125894,1.9967809677124024,0.385
57,0.3572288014218531,0.9048640915593705,2.002976179122925,0.395
58,0.34365161085162893,0.9062947067238912,2.0155954647064207,0.4
59,0.34675186475970715,0.9034334763948498,2.018037157058716,0.405
60,0.3353502544466518,0.9034334763948498,2.0233969783782957,0.395
